id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-bfa93e393c6f7605,indeed,https://www.indeed.com/viewjob?jk=bfa93e393c6f7605,https://recruiting.ultipro.com/KEI1001KSHGS/JobBoard/4db954b8-35a3-4935-8807-ee5c10143f54/OpportunityDetail?opportunityId=833cadd7-2a6d-4e6f-8a53-faef5491a36c&postingId=b2232ee7-8fd2-464b-9512-e51c313d515a,Fractional CFO - Client Accounting & Finance Services (project based),Keiter,"Glen Allen, VA, US",2026-02-20,parttime,,,,,,True,,,,,"**Key Responsibilities**


**Strategic Financial Leadership**


* Develop and implement financial strategies aligned with business goals.
* Advise on capital structure, investment decisions, and long\-term financial planning.
* Support fundraising efforts, including investor relations and capital raises.


**Financial Planning \& Analysis**


* Lead budgeting and forecasting processes.
* Create financial models and scenario analyses to guide decision\-making.
* Monitor financial performance and provide actionable insights.


**Cash Flow \& Risk Management**


* Oversee cash flow and liquidity planning.
* Identify financial risks and implement mitigation strategies.
* Ensure compliance with financial regulations and internal controls.


**Reporting \& Compliance**


* Prepare and present financial reports to senior leadership and boards.
* Oversee audits and ensure adherence to GAAP and other compliance requirements
* Maintain fiscal transparency and accountability.


**Operational Support**


* Oversee or collaborate with accounting and operational teams to improve processes.
* Implement financial systems and dashboards for performance tracking.
* Provide guidance during transitions such as M\&A, system upgrades, or restructuring.

  


**Employment Details**


* Type: W\-2 employee
* Expected commitment: \~15–30 hours/week depending on the number of engagements and respective scopes.
* Compensation: Competitive hourly rate that will flex based on experience and engagement requirements and pricing
* Location: Hybrid, with a mix of remote work and onsite meetings at the office (Keiter’s office) or at client sites as business needs require.
* Member of a Highly Respected Team: Work within a team led by two Finance \& Accounting professionals with a combined 50\+ years of related experience.
* Full\-service Firm: Benefit from the expertise of over 200 professionals and 90 CPAs who provide a full range of services and support.",,https://www.indeed.com/cmp/Keiter,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/3b052ad6861b6a0aa61c8adac1cd6fe8,https://www.keitercpa.com,"Glen Allen, VA",51 to 200,$25M to $100M (USD),Keiter is a team of experienced accountants and advisors with the knowledge to identify opportunities and the commitment to see them through.,,,,,,
in-8b61b23037159226,indeed,https://www.indeed.com/viewjob?jk=8b61b23037159226,https://jobs.gusto.com/postings/mead-quin-inc-controller-a72f07c3-f099-4ef8-bf0c-e4995a236154,Controller,Mead Quin,"Emeryville, CA, US",2026-02-20,fulltime,direct_data,yearly,135000.0,185000.0,USD,False,,,,,"We are seeking a dedicated Controller to join our team, play a critical leadership role in managing our financial systems, and provide strategic insights that drive profitability and sustainable growth.

About Mead Quin, Inc.Mead Quin is a high\-end residential design firm based in the San Francisco Bay Area, known for a signature aesthetic of refined minimalism and calming, human\-centered interiors that prioritize wellness and a connection to nature. Founded in 2013 by Principal Designer Mead Quin, our studio operates on a philosophy of ""beauty simplified,"" collaboration, and high standards. We are a fast\-paced, mentorship\-driven environment that values open dialogue, professional growth, and an acute attention to detail.Description

The **Controller** will be our senior accounting leader, overseeing all financial operations and ensuring accuracy and compliance. This is a hands\-on role that bridges finance, operations, and executive leadership to support informed decision\-making within our dynamic, project\-based professional services environment. You will manage the entire accounting cycle, from daily transactions to high\-level financial strategy, reporting to the firm's management and working closely with the Fractional CFO, with ultimate accountability to the Principal, Mead Quin.

**Key Responsibilities**

* **Financial Operations, Reporting \& Analysis:** Help drive the monthly invoicing activity, perform the month\-end and year\-end close processes, prepare timely and accurate monthly, quarterly, and annual financial statements in accordance with GAAP, and provide actionable insights and variance reports to senior management.
* **Project Accounting \& Management:** Manage project\-based accounting, including maintaining work\-in\-progress (WIP) schedules, tracking project costs versus budgets, and preparing profitability reports.
* **Cash Flow \& Budgeting:** Develop and maintain cash flow forecasts, manage working capital, and oversee the annual operating budget preparation process. Conduct cost\-benefit analyses to inform strategic decisions.
* **Compliance \& Controls:** Develop and enforce internal controls to protect company assets, policies, procedures, and workflows. Oversee all tax filings (payroll, sales/use, income), filing returns where appropriate, respond to all external regulatory inquiries, and facilitate tax preparation with our independent CPA firm.
* **Team Leadership:** Lead and mentor the accounting team, fostering a culture of accountability and professional development. Collaborate with cross\-functional teams (design, studio operations) to ensure financial efficiency and alignment with business goals.

**Qualifications**

* Bachelor’s degree in accounting, finance, or business; CMA or MBA highly desirable
* 8–10\+ years of related work experience, with at least 5 years in a leadership/Controller role, ideally within an architecture, engineering, or design (AEC) firm.
* Highly ethical professional with superb analytical, problem\-solving, and communication skills
* Exposure to sales and use tax application; multi\-state contexts preferred (CA, NV, FL)
* Experience in budgeting, forecasting, financial analysis and dashboard reporting and projections
* Strong project management, organization, and documentation skills
* Extensive prior experience leading and executing AP, AR, payroll, project accounting, inventory, and merchandise sales
* Strong systems proficiency: Intermediate Excel/Google Sheets toolset required, along with a demonstrated ability to learn new systems. Systems in current use: Studio Designer, Monograph, Bill.com, Gusto
* Ability to thrive in a fast\-paced environment, manage multiple priorities, and work cooperatively with all levels of employees
* Willing and able to take 12 hours of continuing education per year

**Perks \& Benefits**

We offer a supportive environment and a comprehensive benefits package designed to support your well\-being and growth:

* **Competitive Compensation:** $135,000 to $185,000 annually (commensurate with experience)
* **Time Off:** 120 hours of PTO per year (total) and approximately 11–13 paid holidays
* **Hybrid Flexibility:** In\-office work Monday\-Thursday, with an optional work\-from\-home environment on Fridays
* **Financial Health:** 401(k) with 4% company match (after 6 months), discretionary bonuses, and mileage reimbursement
* **Health Insurance:** 100% employer\-paid coverage for the employee under the Kaiser Silver plan (with upgrade options available for health, dental, and vision coverages)
* **Professional Development:** Monthly ""Learning Lessons"" sessions, offsite visits, and opportunities to expand your skillset in a collaborative learning environment
* **Studio Culture:** Regular wellness wind\-downs (happy hours), team socials, and birthday celebrations foster strong team connection

Pay: $135,000\.00 \- $185,000\.00 per year

Benefits:

* 401(k)
* Health insurance
* Paid time off
* Profit sharing

Work Location: In person

Pay: $135,000\.00 \- $185,000\.00 per year

Benefits:

* 401(k)
* Dental insurance
* Health insurance
* Paid time off
* Vision insurance

Work Location: In person",,https://www.indeed.com/cmp/Mead-Quin,,,,,,,,,,,,
in-2464e88492220756,indeed,https://www.indeed.com/viewjob?jk=2464e88492220756,http://www.indeed.com/job/chief-financial-officer-cfo-fractional-full-time-path-boston-2464e88492220756,Chief Financial Officer (CFO) - Fractional-to-Full-Time Path (Boston),The CFO Centre,"Boston, MA, US",2026-02-20,"parttime, fulltime, contract",,,,,,True,,,,,"**Chief Financial Officer (CFO) – Fractional\-to\-Full\-Time Path (Boston)**

**Location:** Boston, MA (International operation)  
**Job Type:** Full\-time pathway via initial fractional engagement  
**Travel:** up to \~15%  
**Compensation:** 1099 to start with the opportunity to convert to full time with competitive base \+ performance incentives \+ equity potential \+ benefits (at full\-time conversion)

**About the Opportunity**

The CFO Centre is recruiting an experience CFO for a high\-growth, global medical technology manufacturer based in the Boston area, a current client of the CFO Centre. The company has a 30\+ year track record serving specialized healthcare and life sciences markets and is now entering its next growth chapter, including U.S. expansion as co\-HQ office, software\-enabled offerings, and deeper penetration into Cell \& Gene Therapy\-related markets.

This role is designed as a **fractional\-to\-full\-time transition**:

* You begin as a CFO Centre fractional CFO, initially dedicating \~30–50% capacity to this client.
* Over an estimated 3–6 month period, as scope matures, the role is expected to transition into a full\-time position directly with the client (a current CFO Centre client).
* The plan is to start with the CFO Centre and transition to full time based upon the requirements of the business. This opportunity is designed with flexibility in mind:
* Both you and the company get to know each other before agreeing to employment terms;
* During the ramp period, you may also support other select CFO Centre assignments to bolster income;
* If preferred, you may choose to remain with the CFO Centre long\-term in a fractional portfolio model

This structure provides a high\-quality “mutual fit” pathway while ensuring immediate strategic finance leadership continuity.

**What You’ll Do**

As CFO, you will partner with the CEO and executive team to lead global finance and enable scale. Key responsibilities include:

* Lead global financial strategy, planning, and performance management
* Build and evolve monthly/quarterly/annual reporting packages (financials \+ KPIs)
* Oversee accounting, tax, compliance, and statutory reporting across multiple countries
* Manage finance operations involving U.S. and Italian entities, including intercompany structures/charges
* Support and maintain compliance frameworks, including Qualified Small Business (QSB/QSBS\-related) considerations
* Drive fundraising processes end\-to\-end (deck development, terms negotiation, board/CEO communication, diligence/data room, close)
* Lead buy\-side/sell\-side diligence and exit\-readiness planning
* Partner on strategic initiatives including market expansion and platform evolution
* Oversee external auditors and third\-party partners (banking, legal, audit, IT, insurance, benefits)
* Manage and mentor remote/global finance talent
* Support import/export process awareness and controls relevant to U.S./EU operations

**What We’re Looking For**

* 10\+ years in senior finance leadership roles (CFO or equivalent)
* Proven leadership across multi\-country finance teams and operations
* Strong experience in cross\-border finance, especially U.S.\-Europe structures
* Demonstrated success in equity/debt fundraising and transaction execution
* Deep command of financial planning, KPI architecture, and board\-level reporting
* Track record of strategic partnership with CEOs and leadership teams
* Experience managing compliance across jurisdictions
* Experience coordinating with external auditors and advisors
* Strong operator mindset: strategic and hands\-on
* MBA preferred, CPA a bonus

**Ideal Background**

We’re especially interested in candidates who combine:

* Medical device / healthcare / life sciences exposure (highly valued)
* International operating experience
* Growth\-stage or transformation experience (new markets, platform expansion, commercialization support)
* Calm execution style with high accountability and communication rigor

**Why This Role Is Distinct**

* Immediate, meaningful impact in a globally active business
* Defined runway to a full\-time CFO seat with a thoughtful transition model
* Flexibility and optionality through the CFO Centre platform
* Opportunity to shape growth strategy, fundraising narrative, and enterprise value creation

**About The CFO Centre**

The CFO Centre is a global CFO services firm known for its fractional CFO practice of experienced finance leaders. We work with ambitious businesses that need strategic financial leadership to scale, transform, execute, and exit with confidence.

**To apply on Indeed:**  
Please submit your resume/CV and a brief note outlining:

* your cross\-border CFO experience,
* fundraising/transaction experience, and
* interest in a fractional or full\-time transition model.

The CFO Centre and our client are equal opportunity employers. We welcome applications from candidates of all backgrounds.

Job Types: Full\-time, Part\-time, Contract

Expected hours: No less than 40 per week

Application Question(s):

* Please submit a brief note outlining your cross\-border CFO experience, including your fundraising and transaction experience

Experience:

* CFO: 5 years (Required)

Work Location: In person",,https://www.indeed.com/cmp/The-CFO-Centre-4,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/71e3c671c7dd1d7146933bf1a76392af,http://www.thecfocentregroup.com,Swindon,51 to 200,,"The CFO Centre provides part-time CFOs to entrepreneurs & managers of SME businesses who don’t want, don’t need or can’t afford a full-time CFO but benefit from the skill set to reach their goals.",,,,,,
in-9dca30dc42f8bf36,indeed,https://www.indeed.com/viewjob?jk=9dca30dc42f8bf36,http://www.indeed.com/job/accountantcontroller-9dca30dc42f8bf36,Accountant/Controller,,"Cañon City, CO, US",2026-02-19,fulltime,direct_data,hourly,30.0,40.0,USD,False,,,,,"Karifin Partners is seeking an experienced Accounting Professional to fill a full\-time Accountant/Controller role in our Canon City office. Our women\-led firm provides Grant Administration, Fractional CFO and Accounting services to nonprofits, businesses, and quasi\-governmental entities nationwide. This position plays a key role in Karifin Partner’s daily operations. Our ideal candidate is an exceptional Accounting Professional with a proven track record who is comfortable working with our variety of clients, takes pride in their work accuracy, and is interested in long\-term growth within a collaborative and rapidly growing firm.

Position Summary

The Accountant/Controller is a key member of the accounting team, responsible for delivering accurate, timely accounting services and clear communication to our clients. This role requires strong ownership of assigned responsibilities, and the initiative to identify and solve problems. The ideal candidate thrives in a client\-facing environment, values accuracy and confidentiality, and works well both independently and with the team as part of a growing firm. Core responsibilities include accounts payable/receivable, bank reconciliations, payroll, organizing and recording transactions, adjusting journal entries, and supporting compliance requirements, while ensuring client satisfaction and confidentiality.

Essential Duties and Responsibilities

The essential functions include, but are not limited to the following:

* Maintaining client records following GAAP and GASB standards; including the recording and reconciliation of general ledger accounts
* Perform regular or fund full\-cycle accounting and analysis, including A/P, A/R, purchasing backup, journal entries, and all bookkeeping through financial statement preparation
* Prepare monthly, quarterly, and year\-end financial statements for client review
* Assist with sales tax filings, 1099/W\-9 management, payroll, and coordination with tax preparers
* Communicate directly with clients to gather information, clarify discrepancies, and provide updates on their accounts
* Utilize cloud\-based platforms (QuickBooks Online, Double, Aplos, Xero, Wave, Microsoft 365 apps, etc.) and manage digital document collection and filing
* Suggest procedure improvements and technology tools to strengthen the firm’s operations – both internal and client\-facing
* Support team collaboration, including skill sharing and assisting colleagues when appropriate
* Protect client confidentiality and comply with data security policies

Minimum Qualifications (Knowledge, Skills, and Abilities)

* 5 or more years of office or full\-cycle accounting experience
* 2\-year degree in Accounting or Business Administration
* Payroll skills and use of common accounting software are required, previous experience in QuickBooks or related programs preferred
* Effective time management skills and ability to prioritize crucial and potentially dynamic deadlines
* Strong knowledge of standard accounting practices and procedures
* Accuracy and attention to detail is absolutely required, as well as a track record of reliability, confidentiality, and conscientious work habits
* Exceptional proficiency with Microsoft Excel
* Ability to work independently with little supervision
* Ability to adapt and work efficiently in a rapidly changing environment with fluctuating client schedules
* Confidence in independent work, with a willingness to seek help from team members when necessary
* Strong interpersonal communication skills
* Attention to detail with exceptional level of accuracy
* Ability to interpret data and make cost\-effective decisions
* Proactive, resourceful, and self\-motivated problem solver
* Demonstrated ability in dealing directly with clients

Pay: $30\.00 \- $40\.00 per hour

Benefits:

* Flexible schedule
* Paid sick time

Education:

* Associate (Preferred)

Experience:

* Accounting: 3 years (Required)

Work Location: In person",,https://www.indeed.comNone,,,,,,,,,,,,
in-4df7a7cdc4b728c5,indeed,https://www.indeed.com/viewjob?jk=4df7a7cdc4b728c5,http://www.indeed.com/job/asst-accounting-manager-4df7a7cdc4b728c5,Asst Accounting Manager,Flanagan - Bilton LLC,"Chicago, IL, US",2026-02-19,fulltime,direct_data,yearly,80000.0,90000.0,USD,False,,,,,"**Job Overview**  
We are seeking a highly skilled and detail\-oriented Assistant Accounting Manager to oversee our organization’s financial operations. The ideal candidate will possess extensive experience in corporate accounting, with a strong understanding of GAAP, regulatory reporting, and financial analysis. This leadership role requires expertise in accounting software such as QuickBooks, and other ERP systems. The Accounting Manager will be responsible for managing financial reporting, ensuring compliance with regulatory standards, mentoring accounting staff, and supporting strategic financial planning to drive organizational success. This person will report to the Fractional CFO and Office Manager.

**Duties**

* Oversee the preparation of financial statements in accordance with GAAP and regulatory requirements
* Manage general ledger accounting, account reconciliation, and balance sheet reconciliation processes
* Supervise accounts payable and accounts receivable functions to ensure accuracy and timeliness
* Conduct cash flow analysis, bank reconciliations, and financial report interpretation for senior management
* Prepare detailed financial reports and assist in budgeting, forecasting, and financial analysis activities
* Lead internal audits
* Maintain accurate journal entries
* Mentor and develop junior accounting staff to enhance team performance and professional growth
* Support tax preparation activities and ensure adherence to tax laws and regulations
* Implement process improvements for efficiency in financial management tasks

**Experience**

* Bachelor’s degree in Accounting, Finance, or related field
* Minimum of 6 years of progressive experience in corporate or non\-profit accounting environments
* Extensive knowledge of GAAP, accrual accounting, technical accounting standards, and regulatory reporting requirements
* Proven excellence with financial software such as QuickBooks and other ERP systems preferred; proficiency in Microsoft Excel is essential
* Strong understanding of financial concepts including debits \& credits, journal entries, account analysis, and balance sheet reconciliation
* Demonstrated ability to mentor team members and lead complex projects effectively
* The successful candidate will possess excellent analytical skills combined with strong communication abilities to interpret complex financial data clearly. This role offers an opportunity to contribute significantly to organizational growth through sound financial management.

Pay: $80,000\.00 \- $90,000\.00 per year

Benefits:

* 401(k) 3% Match
* Health insurance

Work Location: In person",,https://www.indeed.com/cmp/Flanagan---Bilton-LLC,,,,,,,,,,,,
in-c423e6fb86571cb1,indeed,https://www.indeed.com/viewjob?jk=c423e6fb86571cb1,https://nienhuis.bamboohr.com/careers/372?source=indeed&src=indeed&postedDate=2026-02-18,Fractional CFO/Controller (Small Business) Grandville Area,Nienhuis Financial Group,"Grandville, MI, US",2026-02-18,fulltime,,,,,,False,,,,,"**Nienhuis Financial Group** is a rapidly growing accounting firm committed to delivering excellence in fractional and managerial accounting services. Our client base includes private companies with between $1\-75M in revenue, varies in industry, and includes Not\-For\-Profit and For Profit. With a dedicated team and a strong focus on communication, accuracy and timeliness, we strive to exceed client expectations. As we continue to expand, we are seeking a skilled **Fractional CFO/Controller focused on small business** to build and maintain relationships with clients, provide financials, controller services and ensure compliance with accounting principles. This position will manage a team of 3\-5 employees.

 **To be successful for this role, you will have:**  

* Excellent written and verbal communication skills
* Strong business acumen
* Extensive knowledge of general financial accounting and cost accounting
* Strong technical and inter\-personal leadership
* Ability to lead teams including coaching, delegation, and performance management
* Highly proficient with accounting software
 **Education and/or Experience**  

* BA in accounting, business administration, business management, or other related field
* 10\+ years accounting experience
* 2\+ years supervisory or project lead experience
  

**Preferred Education and/or Experience**  

* MBA or master’s in accounting, or other related field
* 2\+ years client management experience
 **Helpful Software Experience**  

Microsoft Outlook Email, Calendar, Teams, Excel, Multifactor Authentication; VPN/Terminal Server, QuickBooks Online, LastPass, Zoom, Canopy, OneDrive, Google Suite, Chrome, Adobe DC, VoIP/3CX, SafeSend, BambooHR, TSheets, Documo, Divvy, Bill.com, Fathom, Gusto.

  

**Certificates, Licenses, Registrations:** CPA preferred

  

**Supervisory Responsibilities**: May or may not supervise a small team


**Full time:** Salaried, Exempt",,https://www.indeed.com/cmp/Nienhuis-Financial-Group,,,,,,,,,,,,
in-0edc45ba2be00ad3,indeed,https://www.indeed.com/viewjob?jk=0edc45ba2be00ad3,https://nienhuis.bamboohr.com/careers/370?source=indeed&src=indeed&postedDate=2026-02-18,Fractional CFO/Controller (Small Business) Lansing Area,Nienhuis Financial Group,"Lansing, MI, US",2026-02-18,fulltime,,,,,,False,,,,,"**Nienhuis Financial Group** is a rapidly growing accounting firm committed to delivering excellence in fractional and managerial accounting services. Our client base includes private companies with between $1\-75M in revenue, varies in industry, and includes Not\-For\-Profit and For Profit. With a dedicated team and a strong focus on communication, accuracy and timeliness, we strive to exceed client expectations. As we continue to expand, we are seeking a skilled **Fractional CFO/Controller focused on small business** to build and maintain relationships with clients, provide financials, controller services and ensure compliance with accounting principles.

 **To be successful for this role, you will have:**  

* Excellent written and verbal communication skills
* Strong business acumen
* Extensive knowledge of general financial accounting and cost accounting
* Strong technical and inter\-personal leadership
* Ability to lead teams including coaching, delegation, and performance management
* Highly proficient with accounting software
 **Education and/or Experience**  

* BA in accounting, business administration, business management, or other related field
* 10\+ years accounting experience
* 2\+ years supervisory or project lead experience
  

**Preferred Education and/or Experience**  

* MBA or master’s in accounting, or other related field
* 2\+ years client management experience
 **Helpful Software Experience**  

Microsoft Outlook Email, Calendar, Teams, Excel, Multifactor Authentication; VPN/Terminal Server, QuickBooks Online, LastPass, Zoom, Canopy, OneDrive, Google Suite, Chrome, Adobe DC, VoIP/3CX, SafeSend, BambooHR, TSheets, Documo, Divvy, Bill.com, Fathom, Gusto.

  

**Certificates, Licenses, Registrations:** CPA preferred  

**Supervisory Responsibilities**: May or may not supervise a small team

  

**Full time:** Salaried, Exempt",,https://www.indeed.com/cmp/Nienhuis-Financial-Group,,,,,,,,,,,,
in-7c9327eaad6d96d3,indeed,https://www.indeed.com/viewjob?jk=7c9327eaad6d96d3,https://nienhuis.bamboohr.com/careers/371?source=indeed&src=indeed&postedDate=2026-02-18,Fractional CFO/Controller (Small Business) Kalamazoo Area,Nienhuis Financial Group,"Kalamazoo, MI, US",2026-02-18,fulltime,,,,,,False,,,,,"**Nienhuis Financial Group** is a rapidly growing accounting firm committed to delivering excellence in fractional and managerial accounting services. Our client base includes private companies with between $1\-75M in revenue, varies in industry, and includes Not\-For\-Profit and For Profit. With a dedicated team and a strong focus on communication, accuracy and timeliness, we strive to exceed client expectations. As we continue to expand, we are seeking a skilled **Fractional CFO/Controller focused on small business** to build and maintain relationships with clients, provide financials, controller services and ensure compliance with accounting principles. This position will manage a team of 3\-5 employees.

 **To be successful for this role, you will have:**  

* Excellent written and verbal communication skills
* Strong business acumen
* Extensive knowledge of general financial accounting and cost accounting
* Strong technical and inter\-personal leadership
* Ability to lead teams including coaching, delegation, and performance management
* Highly proficient with accounting software
 **Education and/or Experience**  

* BA in accounting, business administration, business management, or other related field
* 10\+ years accounting experience

* 2\+ years supervisory or project lead experience

 **Preferred Education and/or Experience**  

* MBA or master’s in accounting, or other related field
* 2\+ years client management experience
 **Helpful Software Experience**  

Microsoft Outlook Email, Calendar, Teams, Excel, Multifactor Authentication; VPN/Terminal Server, QuickBooks Online, LastPass, Zoom, Canopy, OneDrive, Google Suite, Chrome, Adobe DC, VoIP/3CX, SafeSend, BambooHR, TSheets, Documo, Divvy, Bill.com, Fathom, Gusto.

  

**Certificates, Licenses, Registrations:** CPA preferred  

**Supervisory Responsibilities**: May or may not supervise a small team

  

**Full time:** Salaried, Exempt",,https://www.indeed.com/cmp/Nienhuis-Financial-Group,,,,,,,,,,,,
in-a61a7582a535eea9,indeed,https://www.indeed.com/viewjob?jk=a61a7582a535eea9,https://recruiting.paylocity.com/recruiting/jobs/Details/3930188/VENTURE/Part-Time-Chief-Financial-Officer-CFO?source=Indeed_Feed,Part Time Chief Financial Officer (CFO),Venture,US,2026-02-18,parttime,direct_data,hourly,125.0,200.0,USD,True,,,,,"Description:
**Organization:** Venture.org

**Location:** Remote (U.S. based, with flexibility for occasional travel)

**Commitment:** Part\-time, beginning at approximately 10 hours per week during the initial phase and transitioning to approximately 20 hours per month longer term.

**Type:** Part\-Time Employee, initial 12\-month position with potential for renewal

**Salary:** $125 \- $200 per hour

**Position Overview**


The Fractional CFO will serve as a financial leader. They will work with the leadership team and Board, ensuring robust financial health, compliance, and alignment with our mission. This role emphasizes budgeting, financial reporting, cash management, investment oversight, complex donor/gift handling, performance metrics, and governance support. The ideal candidate brings seasoned CFO experience, preferably in the nonprofit sector.

**Key Responsibilities**

***Financial Leadership \& Planning***

* Develop and implement long\-term financial systems, controls, financial vehicles, and reporting structures to support organizational growth, sustainability, transparency and accountability, and mission impact.
* Develop and monitor key performance ratios and metrics, and communicate with the Board, Finance Committee, and external stakeholders.
* Manage accounting function (team) as part of the organizational leadership structure.

***Budgeting \& Reporting***

* Lead the annual budgeting process, including program\-based budgets, grant/project budgets, and alignment with strategic priorities.
* Prepare and present clear, insightful financial reports (e.g., P\&L, balance sheet, cash flow statements, variance analyses)
* Work with the third\-party auditors in our annual audit to ensure efficient compliance with all nonprofit regulations


Requirements:
**Qualifications**

***Required***

* 10\+ years of finance experience
* Experience with cash flow/investment management, budgeting, financial forecasting, and performance metrics, preferably in a nonprofit context.
* Experience in financial reporting, ratios, management reporting, controls, processes, and governance.
* Strong understanding of board governance, audit processes, and finance/audit committee support.
* Bachelor's degree in Accounting, Finance, or related field; MBA, CPA, preferred.
* Excellent communication and emotional intelligence skills for presenting complex financial information to non\-financial stakeholders.

***Preferred***

* Prior fractional or consulting CFO experience in nonprofits.
* 5 years in nonprofit financial leadership
* Experience with international nonprofit operations, grant management, or partner audits is highly desirable.

**What We Offer**

* Flexible, meaningful part\-time engagement focused on high\-impact strategic work.
* Opportunity to contribute to a mission\-driven organization with innovative approaches to philanthropy.
* Competitive hourly or retainer\-based compensation commensurate with experience.
* Collaborative remote environment with supportive leadership.
* Commitment from leadership to pray for you and your family regularly.

*The organization reserves the right to make changes to any part of this Job Description as deemed, in its judgment, to be necessary or proper.*

*As a 501c3 “religious organization”, Venture values all people from every country and every background, and does not determine hiring decisions on the basis of race, color, age, gender, national origin or ancestry, marital status, disability or veteran status.*

*This organization is an “at will” employer and an offer of employment will not limit the future right of either party to terminate employment, at\-will. An employee is free to resign at any time, for any reason or no reason, with or without notice. Similarly, the Organization is free to conclude the employment relationship at any time for any lawful reason, with or without cause, and with or without notice.*",,https://www.indeed.com/cmp/Venture,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/a812d426cbbab87c10460dbfc15035b4,http://www.venturetechnologies.net,Bengaluru,11 to 50,$25M to $100M (USD),,,,,,,
in-4b06697e3630e317,indeed,https://www.indeed.com/viewjob?jk=4b06697e3630e317,http://www.indeed.com/job/fractional-cfo-fast-growing-boutique-4b06697e3630e317,Fractional CFO for Fast-Growing Boutique,PodunkAnnie's,US,2026-02-18,contract,,hourly,,,USD,True,,,,,"Fractional CFO – Retail Growth \& Multi\-Unit Strategy

**Company:** PodunkAnnies  
**Location:** Remote (with periodic strategy sessions)  
**Engagement:** Part\-Time (20 hrs/month) \| 6\-month initial term

About PodunkAnnies

PodunkAnnies is a new high\-performing retail boutique. We are entering a strategic growth phase focused on:

* Margin optimization
* Inventory performance improvement
* Multi\-location financial modeling
* Long\-term franchising readiness

We are seeking a seasoned **Fractional CFO with retail and multi\-unit experience** to bring financial clarity, structure, and expansion strategy to the business.

Objective of This Role

To transform PodunkAnnies from a successful two\-store retailer into a financially structured, scalable brand with clear unit economics and expansion readiness.

Key Responsibilities

Financial Structure \& Clarity

* Restructure and standardize P\&L for retail best practices
* Ensure accurate separation of COGS, operating expenses, and owner compensation
* Build monthly executive financial dashboard
* Improve visibility into true net profit

Margin \& Inventory Optimization

* Analyze gross margin by category and vendor
* Evaluate pricing strategy and discount impact
* Assess inventory turn rate and cash flow tied to inventory
* Identify margin leakage and operational inefficiencies

Labor \& Expense Modeling

* Evaluate labor percentage against revenue benchmarks
* Analyze seasonal staffing needs
* Model expense ratios for scalability

Multi\-Location \& Expansion Modeling

* Build financial model for second corporate location
* Create break\-even and payback analysis
* Develop capital requirement projections
* Run sensitivity scenarios (sales variance, labor shifts, inventory expansion)

Franchise Readiness Financial Modeling

* Develop franchise\-ready pro forma
* Define ideal unit economics
* Model franchisee ROI scenarios
* Help determine when franchising becomes financially viable

Strategic Advisory

* Advise on expansion timing
* Support capital planning
* Provide monthly strategic guidance to ownership

Ideal Candidate Profile

* 7\+ years in financial leadership roles
* Strong experience with **retail or product\-based businesses**
* Experience supporting **multi\-location or franchise brands**
* Deep understanding of:
* Inventory\-heavy businesses
* Margin analysis by SKU/category
* Retail labor economics
* Cash flow management
* Experience building expansion pro formas
* Comfortable working with POS and inventory systems

Key Performance Outcomes (First 6 Months)

By month 6, we expect:

* Clean, retail\-structured financial reporting
* Category\-level margin clarity
* Defined inventory turn benchmarks
* Clear labor percentage targets
* Second\-location financial model completed
* Franchise\-ready unit economics drafted
* Expansion readiness assessment delivered

Engagement Structure

* 20 hours per month
* Monthly strategy sessions
* Remote work acceptable
* Access to POS data, inventory systems, and historical financials provided

What Success Looks Like

* Financial clarity replaces guesswork
* Owner has visibility into true profitability
* Expansion decisions are data\-backed
* The business becomes structurally scalable

Compensation

Compensation commensurate with experience and scope.  
$150/hr \- 20 hrs/month

Job Type: Contract

Pay: From $150\.00 per hour

Expected hours: 5 per week

Work Location: Remote",,https://www.indeed.com/cmp/Podunkannie's,,,,,,,,,,,,
